Title,Project,TerminalBox,ItemID,ItemGroup,EquipmentClass,FunctionalRole,PhysicalRow,DrawingReference,Status,Found,LabelOK,CableMarkerOK,ContinuityOK,PEOK,LoopOK,Technician,CheckDate,Notes,PhotoURL,RelatedCable,RelatedLoop
TB260A_page2657:TB260A-X11,Batch House,TB260A,TB260A-X11,field,FieldTerminal,field_connection,Field terminal row,8220 page 2657,Not checked,false,false,false,false,false,false,,,,,,
TB260A_page2657:TB260A-X12,Batch House,TB260A,TB260A-X12,field,FieldTerminal,field_connection,Field terminal row,8220 page 2657,Not checked,false,false,false,false,false,false,,,,,,
TB260A_page2657:TB260A-X13,Batch House,TB260A,TB260A-X13,field,FieldTerminal,field_connection,Field terminal row,8220 page 2657,Not checked,false,false,false,false,false,false,,,,,,
TB260A_page2657:TB260A-CU1-X24,Batch House,TB260A,TB260A-CU1-X24,field,FieldTerminal,field_connection,Field terminal row,8220 page 2657,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:IM-F1,Batch House,TB30,IM-F1,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DI-F1,Batch House,TB30,DI-F1,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DI-F2,Batch House,TB30,DI-F2,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DI-F3,Batch House,TB30,DI-F3,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DI-F4,Batch House,TB30,DI-F4,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DI-F5,Batch House,TB30,DI-F5,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DI-F6,Batch House,TB30,DI-F6,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DI-F7,Batch House,TB30,DI-F7,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DI-F8,Batch House,TB30,DI-F8,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DI-F9,Batch House,TB30,DI-F9,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DI-F10,Batch House,TB30,DI-F10,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DI-F11,Batch House,TB30,DI-F11,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:AI-F1,Batch House,TB30,AI-F1,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:AI-F2,Batch House,TB30,AI-F2,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DO-F1,Batch House,TB30,DO-F1,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DO-F2,Batch House,TB30,DO-F2,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DO-F3,Batch House,TB30,DO-F3,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7505-CU1-F11,Batch House,TB30,DCU7505-CU1-F11,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7511-CU1-F11,Batch House,TB30,DCU7511-CU1-F11,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7512-CU1-F11,Batch House,TB30,DCU7512-CU1-F11,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7513-CU1-F11,Batch House,TB30,DCU7513-CU1-F11,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7514-CU1-F11,Batch House,TB30,DCU7514-CU1-F11,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7515-CU1-F11,Batch House,TB30,DCU7515-CU1-F11,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7516-CU1-F11,Batch House,TB30,DCU7516-CU1-F11,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7517-CU1-F11,Batch House,TB30,DCU7517-CU1-F11,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7518-CU1-F11,Batch House,TB30,DCU7518-CU1-F11,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7519-CU1-F11,Batch House,TB30,DCU7519-CU1-F11,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7520-CU1-F11,Batch House,TB30,DCU7520-CU1-F11,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7521-CU1-F11,Batch House,TB30,DCU7521-CU1-F11,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7522-CU1-F11,Batch House,TB30,DCU7522-CU1-F11,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7523-CU1-F11,Batch House,TB30,DCU7523-CU1-F11,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7524-CU1-F11,Batch House,TB30,DCU7524-CU1-F11,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7525-CU1-F11,Batch House,TB30,DCU7525-CU1-F11,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7526-CU1-F11,Batch House,TB30,DCU7526-CU1-F11,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7596-CU1-F11,Batch House,TB30,DCU7596-CU1-F11,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7597-CU1-F11,Batch House,TB30,DCU7597-CU1-F11,fuse,Fuse,supply_protection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7505-K101,Batch House,TB30,DCU7505-K101,field,FieldTerminal,field_connection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7511-K101,Batch House,TB30,DCU7511-K101,field,FieldTerminal,field_connection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7512-K101,Batch House,TB30,DCU7512-K101,field,FieldTerminal,field_connection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7513-K101,Batch House,TB30,DCU7513-K101,field,FieldTerminal,field_connection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7514-K101,Batch House,TB30,DCU7514-K101,field,FieldTerminal,field_connection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7515-K101,Batch House,TB30,DCU7515-K101,field,FieldTerminal,field_connection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7516-K101,Batch House,TB30,DCU7516-K101,field,FieldTerminal,field_connection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7517-K101,Batch House,TB30,DCU7517-K101,field,FieldTerminal,field_connection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7518-K101,Batch House,TB30,DCU7518-K101,field,FieldTerminal,field_connection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7519-K101,Batch House,TB30,DCU7519-K101,field,FieldTerminal,field_connection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7520-K101,Batch House,TB30,DCU7520-K101,field,FieldTerminal,field_connection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7521-K101,Batch House,TB30,DCU7521-K101,field,FieldTerminal,field_connection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7522-K101,Batch House,TB30,DCU7522-K101,field,FieldTerminal,field_connection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7523-K101,Batch House,TB30,DCU7523-K101,field,FieldTerminal,field_connection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7524-K101,Batch House,TB30,DCU7524-K101,field,FieldTerminal,field_connection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7525-K101,Batch House,TB30,DCU7525-K101,field,FieldTerminal,field_connection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7526-K101,Batch House,TB30,DCU7526-K101,field,FieldTerminal,field_connection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7596-K10,Batch House,TB30,DCU7596-K10,field,FieldTerminal,field_connection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7596-K11,Batch House,TB30,DCU7596-K11,field,FieldTerminal,field_connection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7597-K10,Batch House,TB30,DCU7597-K10,field,FieldTerminal,field_connection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7597-K11,Batch House,TB30,DCU7597-K11,field,FieldTerminal,field_connection,Top row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7505-CU1-X1,Batch House,TB30,DCU7505-CU1-X1,field,FieldTerminal,field_connection,Upper middle row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7511-CU1-X1,Batch House,TB30,DCU7511-CU1-X1,field,FieldTerminal,field_connection,Upper middle row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7512-CU1-X1,Batch House,TB30,DCU7512-CU1-X1,field,FieldTerminal,field_connection,Upper middle row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7513-CU1-X1,Batch House,TB30,DCU7513-CU1-X1,field,FieldTerminal,field_connection,Upper middle row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7514-CU1-X1,Batch House,TB30,DCU7514-CU1-X1,field,FieldTerminal,field_connection,Upper middle row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7515-CU1-X1,Batch House,TB30,DCU7515-CU1-X1,field,FieldTerminal,field_connection,Upper middle row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7516-CU1-X1,Batch House,TB30,DCU7516-CU1-X1,field,FieldTerminal,field_connection,Upper middle row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7517-CU1-X1,Batch House,TB30,DCU7517-CU1-X1,field,FieldTerminal,field_connection,Upper middle row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7518-CU1-X1,Batch House,TB30,DCU7518-CU1-X1,field,FieldTerminal,field_connection,Upper middle row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7519-CU1-X1,Batch House,TB30,DCU7519-CU1-X1,field,FieldTerminal,field_connection,Upper middle row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7520-CU1-X1,Batch House,TB30,DCU7520-CU1-X1,field,FieldTerminal,field_connection,Upper middle row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7521-CU1-X1,Batch House,TB30,DCU7521-CU1-X1,field,FieldTerminal,field_connection,Upper middle row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7522-CU1-X1,Batch House,TB30,DCU7522-CU1-X1,field,FieldTerminal,field_connection,Upper middle row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7523-CU1-X1,Batch House,TB30,DCU7523-CU1-X1,field,FieldTerminal,field_connection,Upper middle row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7524-CU1-X1,Batch House,TB30,DCU7524-CU1-X1,field,FieldTerminal,field_connection,Upper middle row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7525-CU1-X1,Batch House,TB30,DCU7525-CU1-X1,field,FieldTerminal,field_connection,Upper middle row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7526-CU1-X1,Batch House,TB30,DCU7526-CU1-X1,field,FieldTerminal,field_connection,Upper middle row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7596-CU1-X1,Batch House,TB30,DCU7596-CU1-X1,field,FieldTerminal,field_connection,Upper middle row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DCU7597-CU1-X1,Batch House,TB30,DCU7597-CU1-X1,field,FieldTerminal,field_connection,Upper middle row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:24X1,Batch House,TB30,24X1,power,PowerTerminal,power_reference,Upper middle row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:L0111-X11,Batch House,TB30,L0111-X11,field,FieldTerminal,field_connection,Upper middle row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:L0112-X11,Batch House,TB30,L0112-X11,field,FieldTerminal,field_connection,Upper middle row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:XPE,Batch House,TB30,XPE,earth,PE_Bar,protective_earth,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:G12M,Batch House,TB30,G12M,power,PowerTerminal,power_reference,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:G13M,Batch House,TB30,G13M,power,PowerTerminal,power_reference,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-DI01,Batch House,TB30,DIST1-DI01,di,PLC_DI,input_feedback,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-DI02,Batch House,TB30,DIST1-DI02,di,PLC_DI,input_feedback,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-DI03,Batch House,TB30,DIST1-DI03,di,PLC_DI,input_feedback,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-DI04,Batch House,TB30,DIST1-DI04,di,PLC_DI,input_feedback,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-DI05,Batch House,TB30,DIST1-DI05,di,PLC_DI,input_feedback,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-DI06,Batch House,TB30,DIST1-DI06,di,PLC_DI,input_feedback,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-DI07,Batch House,TB30,DIST1-DI07,di,PLC_DI,input_feedback,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-DI08,Batch House,TB30,DIST1-DI08,di,PLC_DI,input_feedback,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-DI09,Batch House,TB30,DIST1-DI09,di,PLC_DI,input_feedback,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-DI10,Batch House,TB30,DIST1-DI10,di,PLC_DI,input_feedback,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-DI11,Batch House,TB30,DIST1-DI11,di,PLC_DI,input_feedback,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-DI12,Batch House,TB30,DIST1-DI12,di,PLC_DI,input_feedback,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-DI13,Batch House,TB30,DIST1-DI13,di,PLC_DI,input_feedback,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-DI14,Batch House,TB30,DIST1-DI14,di,PLC_DI,input_feedback,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-DI15,Batch House,TB30,DIST1-DI15,di,PLC_DI,input_feedback,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-DI16,Batch House,TB30,DIST1-DI16,di,PLC_DI,input_feedback,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-DI17,Batch House,TB30,DIST1-DI17,di,PLC_DI,input_feedback,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-DI18,Batch House,TB30,DIST1-DI18,di,PLC_DI,input_feedback,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-DI19,Batch House,TB30,DIST1-DI19,di,PLC_DI,input_feedback,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-DI20,Batch House,TB30,DIST1-DI20,di,PLC_DI,input_feedback,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-AI01,Batch House,TB30,DIST1-AI01,io,IO_Module,field_connection,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-AI02,Batch House,TB30,DIST1-AI02,io,IO_Module,field_connection,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-AI03,Batch House,TB30,DIST1-AI03,io,IO_Module,field_connection,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-AI04,Batch House,TB30,DIST1-AI04,io,IO_Module,field_connection,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-DO01,Batch House,TB30,DIST1-DO01,do,PLC_DO,output_command,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-DO02,Batch House,TB30,DIST1-DO02,do,PLC_DO,output_command,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-DO03,Batch House,TB30,DIST1-DO03,do,PLC_DO,output_command,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-DO04,Batch House,TB30,DIST1-DO04,do,PLC_DO,output_command,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-DO05,Batch House,TB30,DIST1-DO05,do,PLC_DO,output_command,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-DO06,Batch House,TB30,DIST1-DO06,do,PLC_DO,output_command,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-DO07,Batch House,TB30,DIST1-DO07,do,PLC_DO,output_command,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-DO08,Batch House,TB30,DIST1-DO08,do,PLC_DO,output_command,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB30_page2586:DIST1-IM01,Batch House,TB30,DIST1-IM01,io,IO_Module,field_connection,Field terminal row,8220 page 2586,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:IM-F1,Batch House,TB40,IM-F1,fuse,Fuse,supply_protection,Top row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DI-F1,Batch House,TB40,DI-F1,fuse,Fuse,supply_protection,Top row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DI-F2,Batch House,TB40,DI-F2,fuse,Fuse,supply_protection,Top row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DI-F3,Batch House,TB40,DI-F3,fuse,Fuse,supply_protection,Top row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DI-F4,Batch House,TB40,DI-F4,fuse,Fuse,supply_protection,Top row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DI-F5,Batch House,TB40,DI-F5,fuse,Fuse,supply_protection,Top row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DO-F1,Batch House,TB40,DO-F1,fuse,Fuse,supply_protection,Top row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DO-F2,Batch House,TB40,DO-F2,fuse,Fuse,supply_protection,Top row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DO-F3,Batch House,TB40,DO-F3,fuse,Fuse,supply_protection,Top row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DO-F4,Batch House,TB40,DO-F4,fuse,Fuse,supply_protection,Top row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:G12M,Batch House,TB40,G12M,power,PowerTerminal,power_reference,Top row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:G14M,Batch House,TB40,G14M,power,PowerTerminal,power_reference,Top row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:24X1,Batch House,TB40,24X1,power,PowerTerminal,power_reference,Top row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:XPE,Batch House,TB40,XPE,earth,PE_Bar,protective_earth,Upper middle row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:L0121-X11,Batch House,TB40,L0121-X11,field,FieldTerminal,field_connection,Upper middle row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DIST1-DI01,Batch House,TB40,DIST1-DI01,di,PLC_DI,input_feedback,Field terminal row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DIST1-DI02,Batch House,TB40,DIST1-DI02,di,PLC_DI,input_feedback,Field terminal row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DIST1-DI03,Batch House,TB40,DIST1-DI03,di,PLC_DI,input_feedback,Field terminal row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DIST1-DI04,Batch House,TB40,DIST1-DI04,di,PLC_DI,input_feedback,Field terminal row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DIST1-DI05,Batch House,TB40,DIST1-DI05,di,PLC_DI,input_feedback,Field terminal row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DIST1-DI06,Batch House,TB40,DIST1-DI06,di,PLC_DI,input_feedback,Field terminal row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DIST1-DI07,Batch House,TB40,DIST1-DI07,di,PLC_DI,input_feedback,Field terminal row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DIST1-DI08,Batch House,TB40,DIST1-DI08,di,PLC_DI,input_feedback,Field terminal row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DIST1-DI09,Batch House,TB40,DIST1-DI09,di,PLC_DI,input_feedback,Field terminal row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DIST1-DO01,Batch House,TB40,DIST1-DO01,do,PLC_DO,output_command,Field terminal row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DIST1-DO02,Batch House,TB40,DIST1-DO02,do,PLC_DO,output_command,Field terminal row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DIST1-DO03,Batch House,TB40,DIST1-DO03,do,PLC_DO,output_command,Field terminal row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DIST1-DO04,Batch House,TB40,DIST1-DO04,do,PLC_DO,output_command,Field terminal row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DIST1-DO05,Batch House,TB40,DIST1-DO05,do,PLC_DO,output_command,Field terminal row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DIST1-DO06,Batch House,TB40,DIST1-DO06,do,PLC_DO,output_command,Field terminal row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DIST1-DO07,Batch House,TB40,DIST1-DO07,do,PLC_DO,output_command,Field terminal row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DIST1-DO08,Batch House,TB40,DIST1-DO08,do,PLC_DO,output_command,Field terminal row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DIST1-DO09,Batch House,TB40,DIST1-DO09,do,PLC_DO,output_command,Field terminal row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DIST1-DO10,Batch House,TB40,DIST1-DO10,do,PLC_DO,output_command,Field terminal row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DIST1-DO11,Batch House,TB40,DIST1-DO11,do,PLC_DO,output_command,Field terminal row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DIST1-DO12,Batch House,TB40,DIST1-DO12,do,PLC_DO,output_command,Field terminal row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DIST1-DO13,Batch House,TB40,DIST1-DO13,do,PLC_DO,output_command,Field terminal row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB40_page2588:DIST1-IM01,Batch House,TB40,DIST1-IM01,io,IO_Module,field_connection,Field terminal row,8220 page 2588,Not checked,false,false,false,false,false,false,,,,,,
TB50_page2590:IM-F1,Batch House,TB50,IM-F1,fuse,Fuse,supply_protection,Top row,8220 page 2590,Not checked,false,false,false,false,false,false,,,,,,
TB50_page2590:DI-F1,Batch House,TB50,DI-F1,fuse,Fuse,supply_protection,Top row,8220 page 2590,Not checked,false,false,false,false,false,false,,,,,,
TB50_page2590:DI-F2,Batch House,TB50,DI-F2,fuse,Fuse,supply_protection,Top row,8220 page 2590,Not checked,false,false,false,false,false,false,,,,,,
